"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trial_id","trialtype","structure","ans","node","node2","node3","pgroup","include"
"1365","1fjolergar",1,"80%","50%","10%","70%","cook",0,0,0,1,"The person wanted to eat the dessert","3_d1","d1","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1366","1fjolergar",1,"50%","80%","50%","10%","job",1,1,1,0,"The presented did not present Feature B","2_c5","c5","conjunctive",2,"A","A","A=0","2",FALSE
"1367","1fjolergar",1,"80%","50%","10%","70%","group",0,0,0,0,"The first student had not had a good morning","3_c1","c1","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1368","1fjolergar",1,"80%","50%","10%","50%","job",1,0,0,0,"The presented did not present Feature B","1_c2","c2","conjunctive",2,"A","A","A=0","1",FALSE
"1369","1hyrlfl88y",1,"50%","80%","50%","10%","group",0,0,0,1,"The first student did not attend","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1370","1hyrlfl88y",1,"80%","50%","10%","70%","group",1,0,0,1,"The first student attended","3_d2","d2","disjunctive",5,"B","B","B=1","3",FALSE
"1371","1hyrlfl88y",1,"80%","50%","10%","70%","group",0,0,0,0,"The second student did not attend","3_c1","c1","conjunctive",2,"A","A","A=0","3",TRUE
"1372","1hyrlfl88y",1,"80%","50%","10%","50%","job",1,0,0,0,"The presenter presented Feature A","1_c2","c2","conjunctive",5,"B","B","B=1","1",FALSE
"1373","1hyrlfl88y",1,"80%","50%","10%","50%","cook",0,1,0,0,"The main dish was not on the menu","1_c3","c3","conjunctive",6,"B","B","B=0","1",FALSE
"1374","1hyrlfl88y",1,"80%","50%","10%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","1_d4","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1375","1hyrlfl88y",1,"80%","50%","10%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","1_d5","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1376","1hyrlfl88y",1,"80%","50%","10%","70%","job",1,1,0,1,"The files underlying Feature A were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1377","1j4dlwaw1l",1,"80%","50%","10%","50%","cook",0,0,0,0,"The main dish was not on the menu","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"1378","1j4dlwaw1l",1,"50%","80%","50%","10%","job",0,1,0,0,"The files underlying Feature B were corrupted","2_c3","c3","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1379","1j4dlwaw1l",1,"50%","80%","50%","10%","cook",1,0,0,1,"The person did not want to eat the main dish","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1380","1j4dlwaw1l",1,"80%","50%","10%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","1_d4","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1381","1j4dlwaw1l",1,"80%","50%","10%","70%","job",1,1,0,1,"The files underlying Feature A were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1382","1j4dlwaw1l",1,"80%","50%","10%","70%","group",1,1,1,1,"The first student attended","3_d7","d7","disjunctive",5,"B","B","B=1","3",TRUE
"1383","1j4dlwaw1l",1,"80%","50%","10%","70%","job",1,1,0,0,"The files underlying Feature A were corrupted","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1384","1npbblglq9",1,"80%","50%","10%","50%","group",1,0,1,1,"The second student had not had a good morning","1_d3","d3","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1385","1npbblglq9",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature B were corrupted","1_d2","d2","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1386","1npbblglq9",1,"80%","50%","10%","50%","cook",1,0,0,0,"The dessert was not on the menu","1_c2","c2","conjunctive",2,"A","A","A=0","1",FALSE
"1387","1npbblglq9",1,"80%","50%","10%","70%","cook",0,1,0,0,"The dessert was not on the menu","3_c3","c3","conjunctive",2,"A","A","A=0","3",TRUE
"1388","1npbblglq9",1,"80%","50%","10%","50%","job",1,1,1,0,"The presenter presented Feature A","1_c5","c5","conjunctive",5,"B","B","B=1","1",TRUE
"1389","1npbblglq9",1,"80%","50%","10%","70%","group",1,1,0,1,"The first student had not had a good morning","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1390","1sy6o3dz7m",1,"80%","50%","10%","50%","group",0,1,0,1,"The first student did not attend","1_d4","d4","disjunctive",6,"B","B","B=0","1",FALSE
"1391","1sy6o3dz7m",1,"50%","80%","50%","10%","group",1,1,0,0,"The second student had not had a good morning","2_c4","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1392","1sy6o3dz7m",1,"80%","50%","10%","70%","job",0,1,1,1,"The files underlying Feature A were corrupted","3_d5","d5","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1393","1sy6o3dz7m",1,"80%","50%","10%","70%","job",0,1,0,0,"The files underlying Feature B were corrupted","3_c3","c3","conjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1394","1sy6o3dz7m",1,"50%","80%","50%","10%","cook",1,0,0,0,"The dessert was not on the menu","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1395","1t3tecr78z",1,"80%","50%","10%","70%","cook",0,0,0,1,"The dessert was not on the menu","3_d1","d1","disjunctive",2,"A","A","A=0","3",TRUE
"1396","1t3tecr78z",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the main dish","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1397","1t3tecr78z",1,"80%","50%","10%","70%","cook",0,1,0,1,"The person did not want to eat the dessert","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1398","1t3tecr78z",1,"80%","50%","10%","70%","job",0,0,0,0,"The presenter did not present Feature A","3_c1","c1","conjunctive",6,"B","B","B=0","3",TRUE
"1399","1t3tecr78z",1,"80%","50%","10%","50%","cook",1,0,1,1,"The person wanted to eat the main dish","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1400","1t3tecr78z",1,"50%","80%","50%","10%","cook",1,1,1,1,"The person wanted to eat the main dish","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1401","1t3tecr78z",1,"50%","80%","50%","10%","cook",1,0,0,1,"The person did not want to eat the main dish","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1402","1t3tecr78z",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish was not on the menu","2_c3","c3","conjunctive",6,"B","B","B=0","2",FALSE
"1403","1t4dhkxhwz",1,"50%","80%","50%","10%","group",1,1,0,0,"The first student had had a good morning","2_c4","c4","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1404","1t4dhkxhwz",1,"80%","50%","10%","70%","cook",1,1,0,1,"The main dish was on the menu","3_d6","d6","disjunctive",5,"B","B","B=1","3",TRUE
"1405","1t4dhkxhwz",1,"80%","50%","10%","70%","group",1,1,1,1,"The second student attended","3_d7","d7","disjunctive",1,"A","A","A=1","3",TRUE
"1406","1t4dhkxhwz",1,"80%","50%","10%","70%","job",1,0,0,1,"The presented did not present Feature B","3_d2","d2","disjunctive",2,"A","A","A=0","3",FALSE
"1407","1t4dhkxhwz",1,"50%","80%","50%","10%","cook",0,0,0,1,"The main dish was not on the menu","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1408","1t4dhkxhwz",1,"80%","50%","10%","50%","cook",0,1,1,1,"The main dish was on the menu","1_d5","d5","disjunctive",5,"B","B","B=1","1",TRUE
"1409","1v1yfyk648",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student had not had a good morning","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1410","1v1yfyk648",1,"50%","80%","50%","10%","group",0,0,0,1,"The first student did not attend","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1411","1v1yfyk648",1,"80%","50%","10%","50%","group",1,1,1,1,"The first student had had a good morning","1_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1412","1v1yfyk648",1,"50%","80%","50%","10%","group",0,1,1,1,"The second student had had a good morning","2_d5","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1413","1v1yfyk648",1,"80%","50%","10%","70%","job",1,1,0,0,"The files underlying Feature A were corrupted","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1414","1v1yfyk648",1,"80%","50%","10%","50%","group",0,0,0,0,"The first student did not attend","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"1415","1v1yfyk648",1,"80%","50%","10%","50%","cook",1,0,0,1,"The person did not want to eat the main dish","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1416","20r5xs4280",1,"80%","50%","10%","50%","job",0,0,0,0,"The files underlying Feature A were corrupted","1_c1","c1","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1417","20r5xs4280",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the main dish","3_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1418","20r5xs4280",1,"80%","50%","10%","50%","group",0,1,1,1,"The second student attended","1_d5","d5","disjunctive",1,"A","A","A=1","1",FALSE
"1419","20r5xs4280",1,"80%","50%","10%","70%","group",1,1,0,1,"The first student had had a good morning","3_d6","d6","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1420","20r5xs4280",1,"80%","50%","10%","50%","cook",0,1,0,0,"The main dish was not on the menu","1_c3","c3","conjunctive",6,"B","B","B=0","1",FALSE
"1421","20r5xs4280",1,"80%","50%","10%","50%","cook",1,0,0,0,"The dessert was not on the menu","1_c2","c2","conjunctive",2,"A","A","A=0","1",FALSE
"1422","20rjsppbxb",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student had had a good morning","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1423","20rjsppbxb",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish was not on the menu","2_c3","c3","conjunctive",6,"B","B","B=0","2",FALSE
"1424","20rjsppbxb",1,"50%","80%","50%","10%","group",0,1,0,1,"The second student had had a good morning","2_d4","d4","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1425","20rjsppbxb",1,"50%","80%","50%","10%","job",1,0,0,1,"The files underlying Feature A were corrupted","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1426","20rjsppbxb",1,"80%","50%","10%","70%","job",1,0,0,0,"The presented did not present Feature B","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1427","20rjsppbxb",1,"80%","50%","10%","70%","job",1,1,1,0,"The files underlying Feature B were fine","3_c5","c5","conjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1428","20rjsppbxb",1,"80%","50%","10%","50%","cook",1,1,0,0,"The person did not want to eat the main dish","1_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1429","20rjsppbxb",1,"50%","80%","50%","10%","group",1,1,1,1,"The first student had had a good morning","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1430","2cxyyc0tl5",1,"80%","50%","10%","50%","group",0,0,0,1,"The first student had had a good morning","1_d1","d1","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1431","2cxyyc0tl5",1,"80%","50%","10%","50%","group",1,0,1,1,"The first student had had a good morning","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1432","2cxyyc0tl5",1,"80%","50%","10%","70%","job",0,1,1,1,"The files underlying Feature A were corrupted","3_d5","d5","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1433","2cxyyc0tl5",1,"80%","50%","10%","50%","cook",0,0,0,0,"The main dish was not on the menu","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"1434","2cxyyc0tl5",1,"50%","80%","50%","10%","group",0,1,0,1,"The first student did not attend","2_d4","d4","disjunctive",6,"B","B","B=0","2",FALSE
"1435","2cxyyc0tl5",1,"50%","80%","50%","10%","job",1,1,1,0,"The presenter presented Feature A","2_c5","c5","conjunctive",5,"B","B","B=1","2",TRUE
"1436","2equ5415hf",1,"50%","80%","50%","10%","job",0,0,0,0,"The presenter did not present Feature A","2_c1","c1","conjunctive",6,"B","B","B=0","2",TRUE
"1437","2equ5415hf",1,"80%","50%","10%","70%","group",1,0,0,0,"The first student had not had a good morning","3_c2","c2","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1438","2equ5415hf",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were corrupted","1_d4","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1439","2equ5415hf",1,"80%","50%","10%","50%","group",0,1,0,0,"The first student did not attend","1_c3","c3","conjunctive",6,"B","B","B=0","1",FALSE
"1440","2equ5415hf",1,"80%","50%","10%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d5","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1441","2equ5415hf",1,"50%","80%","50%","10%","group",1,1,0,1,"The first student had not had a good morning","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1442","2equ5415hf",1,"50%","80%","50%","10%","cook",1,0,0,1,"The person wanted to eat the dessert","2_d2","d2","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1443","2nyyupkto6",1,"50%","80%","50%","10%","cook",1,1,0,0,"The person did not want to eat the dessert","2_c4","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1444","2nyyupkto6",1,"80%","50%","10%","70%","cook",1,0,0,0,"The dessert was not on the menu","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1445","2nyyupkto6",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1446","2nyyupkto6",1,"80%","50%","10%","70%","job",0,1,0,1,"The files underlying Feature B were corrupted","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1447","2nyyupkto6",1,"80%","50%","10%","50%","group",0,0,0,0,"The second student did not attend","1_c1","c1","conjunctive",2,"A","A","A=0","1",TRUE
"1448","2nyyupkto6",1,"80%","50%","10%","70%","cook",1,1,0,1,"The person did not want to eat the main dish","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1449","2s547kluso",1,"50%","80%","50%","10%","cook",0,1,1,1,"The person wanted to eat the dessert","2_d5","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1450","2s547kluso",1,"80%","50%","10%","70%","cook",1,0,1,1,"The person wanted to eat the main dish","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1451","2s547kluso",1,"80%","50%","10%","50%","job",1,1,1,0,"The files underlying Feature A were corrupted","1_c5","c5","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1452","2s547kluso",1,"50%","80%","50%","10%","cook",0,1,0,0,"The dessert was on the menu","2_c3","c3","conjunctive",1,"A","A","A=1","2",FALSE
"1453","2y8x2svl2a",1,"80%","50%","10%","50%","job",0,0,0,0,"The files underlying Feature A were corrupted","1_c1","c1","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1454","2y8x2svl2a",1,"80%","50%","10%","70%","job",0,1,0,1,"The files underlying Feature B were corrupted","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1455","2y8x2svl2a",1,"80%","50%","10%","50%","job",1,1,1,1,"The files underlying Feature B were fine","1_d7","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1456","2y8x2svl2a",1,"50%","80%","50%","10%","cook",0,0,0,1,"The main dish was not on the menu","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1457","2yk4v31j0w",1,"50%","80%","50%","10%","group",1,1,0,0,"The second student had not had a good morning","2_c4","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1458","2yk4v31j0w",1,"80%","50%","10%","70%","job",1,1,0,1,"The files underlying Feature A were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1459","2yk4v31j0w",1,"80%","50%","10%","50%","cook",0,1,0,1,"The person did not want to eat the main dish","1_d4","d4","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1460","2yk4v31j0w",1,"80%","50%","10%","50%","job",0,0,0,1,"The presenter did not present Feature A","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
"1461","2yk4v31j0w",1,"80%","50%","10%","50%","cook",1,1,1,1,"The person wanted to eat the main dish","1_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1462","2yk4v31j0w",1,"80%","50%","10%","70%","job",1,0,0,1,"The files underlying Feature A were corrupted","3_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1463","2yk4v31j0w",1,"80%","50%","10%","50%","group",0,1,0,0,"The first student did not attend","1_c3","c3","conjunctive",6,"B","B","B=0","1",FALSE
"1464","2yk4v31j0w",1,"50%","80%","50%","10%","job",1,1,1,0,"The files underlying Feature B were fine","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1465","2yn9f7b8c7",1,"80%","50%","10%","70%","cook",1,1,0,0,"The person did not want to eat the main dish","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1466","2yn9f7b8c7",1,"50%","80%","50%","10%","group",1,0,0,1,"The first student had not had a good morning","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1467","2yn9f7b8c7",1,"50%","80%","50%","10%","group",1,1,1,1,"The first student had had a good morning","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1468","2yn9f7b8c7",1,"50%","80%","50%","10%","group",0,1,0,1,"The second student had not had a good morning","2_d4","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1469","2yn9f7b8c7",1,"80%","50%","10%","70%","job",0,1,1,1,"The presented presented Feature B","3_d5","d5","disjunctive",1,"A","A","A=1","3",FALSE
"1470","2yn9f7b8c7",1,"50%","80%","50%","10%","cook",1,0,1,1,"The person wanted to eat the main dish","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1471","3d20df3aga",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the dessert","3_d7","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1472","3d20df3aga",1,"80%","50%","10%","70%","group",1,0,1,1,"The first student had had a good morning","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1473","3d20df3aga",1,"50%","80%","50%","10%","job",1,0,0,0,"The presented did not present Feature B","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1474","3d20df3aga",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1475","3d20df3aga",1,"80%","50%","10%","70%","group",0,0,0,0,"The first student did not attend","3_c1","c1","conjunctive",6,"B","B","B=0","3",TRUE
"1476","3d20df3aga",1,"80%","50%","10%","70%","job",0,1,0,0,"The presenter did not present Feature A","3_c3","c3","conjunctive",6,"B","B","B=0","3",FALSE
"1477","3d20df3aga",1,"80%","50%","10%","70%","cook",0,1,0,1,"The person did not want to eat the dessert","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1478","3d20df3aga",1,"50%","80%","50%","10%","cook",1,1,0,0,"The person did not want to eat the dessert","2_c4","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"1479","3d20df3aga",1,"80%","50%","10%","50%","cook",1,1,0,1,"The person did not want to eat the main dish","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1480","3gm9ke3sgv",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student had not had a good morning","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1481","3gm9ke3sgv",1,"80%","50%","10%","50%","job",0,1,0,0,"The presented presented Feature B","1_c3","c3","conjunctive",1,"A","A","A=1","1",FALSE
"1482","3gm9ke3sgv",1,"80%","50%","10%","70%","cook",1,0,0,1,"The person wanted to eat the dessert","3_d2","d2","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1483","3gm9ke3sgv",1,"50%","80%","50%","10%","job",1,1,1,0,"The files underlying Feature A were fine","2_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1484","3gm9ke3sgv",1,"50%","80%","50%","10%","job",0,0,0,1,"The presenter did not present Feature A","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1485","3gm9ke3sgv",1,"80%","50%","10%","70%","cook",1,0,1,1,"The person wanted to eat the main dish","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1486","3u1tof89rw",1,"80%","50%","10%","50%","group",1,0,0,1,"The first student had not had a good morning","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1487","3u1tof89rw",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the main dish","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1488","3u1tof89rw",1,"80%","50%","10%","50%","job",0,1,1,1,"The presented presented Feature B","1_d5","d5","disjunctive",1,"A","A","A=1","1",FALSE
"1489","3u1tof89rw",1,"80%","50%","10%","70%","job",0,1,0,1,"The files underlying Feature B were corrupted","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1490","3u1tof89rw",1,"80%","50%","10%","50%","cook",1,1,1,1,"The person wanted to eat the dessert","1_d7","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1491","3u1tof89rw",1,"50%","80%","50%","10%","job",1,0,1,1,"The files underlying Feature A were fine","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1492","3u1tof89rw",1,"80%","50%","10%","70%","group",1,0,0,0,"The second student did not attend","3_c2","c2","conjunctive",2,"A","A","A=0","3",FALSE
"1493","3u1tof89rw",1,"80%","50%","10%","50%","cook",0,0,0,0,"The dessert was not on the menu","1_c1","c1","conjunctive",2,"A","A","A=0","1",TRUE
"1494","3u1tof89rw",1,"80%","50%","10%","70%","group",1,1,0,0,"The first student had not had a good morning","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1495","3ydky2rvxu",1,"80%","50%","10%","50%","group",0,0,0,0,"The second student did not attend","1_c1","c1","conjunctive",2,"A","A","A=0","1",TRUE
"1496","3ydky2rvxu",1,"50%","80%","50%","10%","job",1,1,1,0,"The files underlying Feature B were fine","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1497","3ydky2rvxu",1,"80%","50%","10%","50%","job",1,0,1,1,"The files underlying Feature A were fine","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1498","3ydky2rvxu",1,"80%","50%","10%","70%","cook",1,1,0,1,"The person did not want to eat the dessert","3_d6","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1499","3ydky2rvxu",1,"50%","80%","50%","10%","job",0,0,0,1,"The presenter did not present Feature A","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"1500","3ydky2rvxu",1,"80%","50%","10%","70%","group",1,1,0,0,"The first student had not had a good morning","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"1501","3ydky2rvxu",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the dessert","3_d7","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1502","4w571nl7z7",1,"80%","50%","10%","50%","cook",1,1,1,1,"The person wanted to eat the main dish","1_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"1503","4w571nl7z7",1,"50%","80%","50%","10%","job",1,1,0,1,"The files underlying Feature A were corrupted","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"1504","4w571nl7z7",1,"80%","50%","10%","70%","job",0,1,0,1,"The files underlying Feature B were corrupted","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"1505","4w571nl7z7",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student had had a good morning","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1506","4w571nl7z7",1,"80%","50%","10%","70%","cook",1,1,1,0,"The person wanted to eat the dessert","3_c5","c5","conjunctive",3,"Au","Au=1","Au=1","3",TRUE
"1507","4w571nl7z7",1,"80%","50%","10%","50%","group",0,0,0,1,"The first student did not attend","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
"1508","50bb0xfjvo",1,"80%","50%","10%","70%","group",0,1,0,1,"The first student had had a good morning","3_d4","d4","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1509","50bb0xfjvo",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature A were fine","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1510","50bb0xfjvo",1,"80%","50%","10%","70%","group",1,0,1,1,"The first student had had a good morning","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"1511","50bb0xfjvo",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student had not had a good morning","1_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1512","50bb0xfjvo",1,"50%","80%","50%","10%","job",1,0,0,0,"The presented did not present Feature B","2_c2","c2","conjunctive",2,"A","A","A=0","2",FALSE
"1513","50bb0xfjvo",1,"50%","80%","50%","10%","cook",0,0,0,0,"The dessert was not on the menu","2_c1","c1","conjunctive",2,"A","A","A=0","2",TRUE
"1514","50bb0xfjvo",1,"80%","50%","10%","50%","cook",0,1,0,0,"The main dish was not on the menu","1_c3","c3","conjunctive",6,"B","B","B=0","1",FALSE
"1515","50bb0xfjvo",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student attended","1_d6","d6","disjunctive",5,"B","B","B=1","1",TRUE
"1516","50bb0xfjvo",1,"50%","80%","50%","10%","group",0,1,1,1,"The first student had had a good morning","2_d5","d5","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"1517","50bb0xfjvo",1,"50%","80%","50%","10%","cook",1,1,1,0,"The person wanted to eat the dessert","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"1518","5ggb94qt8r",1,"80%","50%","10%","50%","cook",0,0,0,0,"The dessert was not on the menu","1_c1","c1","conjunctive",2,"A","A","A=0","1",TRUE
"1519","5ggb94qt8r",1,"80%","50%","10%","50%","group",1,1,1,0,"The second student had had a good morning","1_c5","c5","conjunctive",3,"Au","Au=1","Au=1","1",TRUE
"1520","5ggb94qt8r",1,"80%","50%","10%","50%","group",0,1,0,1,"The second student had not had a good morning","1_d4","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"1521","5ggb94qt8r",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student had not had a good morning","1_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"1522","5ggb94qt8r",1,"80%","50%","10%","50%","cook",0,0,0,1,"The main dish was not on the menu","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
