"","subject_id","trial_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans","node","node2","node3","pgroup","include","sampled_variable","Observed"
"1181","du50b8seyh","3_c1",0,"10%","70%","80%","50%","job",0,0,0,0,"The presenter did not present Feature A","c1","conjunctive",2,"A","A","A=0","3",TRUE,"B=0","TRUE"
"1182","du50b8seyh","3_d6",0,"10%","70%","80%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Bu=0","FALSE"
"1183","dvhy1qq1cu","1_d2",0,"10%","50%","80%","50%","job",0,1,0,1,"The files underlying Feature B were corrupted","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"1184","dvhy1qq1cu","2_c1",1,"50%","80%","50%","10%","cook",0,0,0,0,"The main dish was not on the menu","c1","conjunctive",6,"B","B","B=0","2",TRUE,"Bu=1","TRUE"
"1185","dvhy1qq1cu","2_c4",0,"50%","10%","50%","80%","group",1,1,0,0,"The first student attended","c4","conjunctive",1,"A","A","A=1","2",TRUE,"Au=0","TRUE"
"1186","dvhy1qq1cu","2_c5",1,"50%","80%","50%","10%","cook",1,1,1,0,"The person wanted to eat the main dish","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=0","FALSE"
"1187","dvhy1qq1cu","2_d1",0,"50%","10%","50%","80%","cook",0,0,0,1,"The dessert was not on the menu","d1","disjunctive",6,"B","B","B=0","2",TRUE,"B=0","TRUE"
"1188","dvhy1qq1cu","2_d2",1,"50%","80%","50%","10%","job",1,0,0,1,"The files underlying Feature A were corrupted","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"1189","dvhy1qq1cu","2_d3",0,"50%","10%","50%","80%","cook",0,1,1,1,"The person wanted to eat the dessert","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"1190","dvhy1qq1cu","2_d3",0,"50%","10%","50%","80%","cook",0,1,1,1,"The person wanted to eat the dessert","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=0","FALSE"
"1193","dvhy1qq1cu","2_d6",0,"50%","10%","50%","80%","group",1,1,0,1,"The first student attended","d6","disjunctive",1,"A","A","A=1","2",TRUE,"Bu=0","TRUE"
"1194","dvhy1qq1cu","2_d7",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish was on the menu","d7","disjunctive",5,"B","B","B=1","2",TRUE,"B=1","TRUE"
"1195","dvhy1qq1cu","3_c2",0,"10%","70%","80%","50%","group",0,1,0,0,"The second student attended","c2","conjunctive",5,"B","B","B=1","3",TRUE,"A=0","TRUE"
"1196","dvhy1qq1cu","3_c2",0,"10%","70%","80%","50%","group",0,1,0,0,"The second student attended","c2","conjunctive",5,"B","B","B=1","3",TRUE,"B=0","TRUE"
"1199","dzc433e2ek","1_c3",1,"80%","50%","10%","50%","job",0,1,0,0,"The presented presented Feature B","c3","conjunctive",1,"A","A","A=1","1",FALSE,"Bu=0","TRUE"
"1200","dzc433e2ek","1_d2",1,"80%","50%","10%","50%","group",1,0,0,1,"The second student did not attend","d2","disjunctive",2,"A","A","A=0","1",FALSE,"A=0","TRUE"
"1201","dzc433e2ek","1_d7",1,"80%","50%","10%","50%","job",1,1,1,1,"The presented presented Feature B","d7","disjunctive",1,"A","A","A=1","1",TRUE,"Au=0","TRUE"
"1202","dzc433e2ek","2_c1",0,"50%","10%","50%","80%","cook",0,0,0,0,"The main dish was not on the menu","c1","conjunctive",2,"A","A","A=0","2",TRUE,"B=0","TRUE"
"1203","dzc433e2ek","2_c3",0,"50%","10%","50%","80%","group",1,0,0,0,"The second student did not attend","c3","conjunctive",6,"B","B","B=0","2",TRUE,"B=1","TRUE"
"1204","dzc433e2ek","2_c5",0,"50%","10%","50%","80%","group",1,1,1,0,"The second student attended","c5","conjunctive",5,"B","B","B=1","2",TRUE,"Bu=0","TRUE"
"1205","dzc433e2ek","2_d3",1,"50%","80%","50%","10%","job",1,0,1,1,"The presented presented Feature B","d3","disjunctive",1,"A","A","A=1","2",TRUE,"Bu=1","TRUE"
"1206","dzc433e2ek","2_d3",1,"50%","80%","50%","10%","job",1,0,1,1,"The presented presented Feature B","d3","disjunctive",1,"A","A","A=1","2",TRUE,"Au=0","TRUE"
"1209","dzc433e2ek","2_d4",1,"50%","80%","50%","10%","job",0,1,0,1,"The presented presented Feature B","d4","disjunctive",1,"A","A","A=1","2",FALSE,"B=0","TRUE"
"1210","dzc433e2ek","2_d6",1,"50%","80%","50%","10%","cook",1,1,0,1,"The dessert was on the menu","d6","disjunctive",1,"A","A","A=1","2",TRUE,"Bu=0","TRUE"
"1211","dzc433e2ek","3_c4",0,"10%","70%","80%","50%","group",1,1,0,0,"The second student attended","c4","conjunctive",5,"B","B","B=1","3",TRUE,"B=1","TRUE"
"1212","dzc433e2ek","3_d1",0,"10%","70%","80%","50%","job",0,0,0,1,"The presenter did not present Feature A","d1","disjunctive",2,"A","A","A=0","3",TRUE,"Au=1","TRUE"
"1213","e4hsvsf6vg","1_c1",1,"80%","50%","10%","50%","group",0,0,0,0,"The first student did not attend","c1","conjunctive",6,"B","B","B=0","1",TRUE,"Bu=0","TRUE"
"1214","e4hsvsf6vg","1_c2",0,"10%","50%","80%","50%","job",0,1,0,0,"The presenter did not present Feature A","c2","conjunctive",2,"A","A","A=0","1",TRUE,"Bu=0","TRUE"
"1215","e4hsvsf6vg","1_c4",0,"10%","50%","80%","50%","cook",1,1,0,0,"The main dish was on the menu","c4","conjunctive",1,"A","A","A=1","1",TRUE,"Bu=0","TRUE"
"1216","e4hsvsf6vg","2_c3",0,"50%","10%","50%","80%","group",1,0,0,0,"The second student did not attend","c3","conjunctive",6,"B","B","B=0","2",TRUE,"B=0","TRUE"
"1217","e4hsvsf6vg","2_c5",0,"50%","10%","50%","80%","cook",1,1,1,0,"The dessert was on the menu","c5","conjunctive",5,"B","B","B=1","2",TRUE,"A=0","TRUE"
"1218","e4hsvsf6vg","2_d3",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student attended","d3","disjunctive",5,"B","B","B=1","2",FALSE,"A=1","TRUE"
"1219","e4hsvsf6vg","2_d7",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish was on the menu","d7","disjunctive",5,"B","B","B=1","2",TRUE,"A=1","TRUE"
"1220","e4hsvsf6vg","3_d1",0,"10%","70%","80%","50%","cook",0,0,0,1,"The dessert was on the menu","d1","disjunctive",5,"B","B","B=1","3",FALSE,"B=0","TRUE"
"1221","e4hsvsf6vg","3_d2",1,"80%","50%","10%","70%","job",1,0,0,1,"The presented did not present Feature B","d2","disjunctive",2,"A","A","A=0","3",FALSE,"B=1","TRUE"
"1222","e4hsvsf6vg","3_d4",1,"80%","50%","10%","70%","job",0,1,0,1,"The presenter did not present Feature A","d4","disjunctive",6,"B","B","B=0","3",FALSE,"B=0","TRUE"
"1223","e4hsvsf6vg","3_d5",1,"80%","50%","10%","70%","cook",0,1,1,1,"The main dish was on the menu","d5","disjunctive",5,"B","B","B=1","3",TRUE,"A=1","TRUE"
"1224","e4hsvsf6vg","3_d6",1,"80%","50%","10%","70%","group",1,1,0,1,"The second student attended","d6","disjunctive",1,"A","A","A=1","3",TRUE,"A=1","TRUE"
"1225","e5m9an7oqe","1_c2",1,"80%","50%","10%","50%","group",1,0,0,0,"The first student had not had a good morning","c2","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=1","FALSE"
"1226","e5m9an7oqe","1_d1",0,"10%","50%","80%","50%","job",0,0,0,1,"The presenter did not present Feature A","d1","disjunctive",2,"A","A","A=0","1",TRUE,"Bu=1","TRUE"
"1227","e5m9an7oqe","1_d3",0,"10%","50%","80%","50%","group",0,1,1,1,"The second student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"1228","e5m9an7oqe","1_d4",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were fine","d4","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Bu=0","FALSE"
"1229","e5m9an7oqe","1_d6",0,"10%","50%","80%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",4,"Au","Au=0","Au=0","1",TRUE,"B=1","FALSE"
"1230","e5m9an7oqe","2_c2",0,"50%","10%","50%","80%","job",0,1,0,0,"The files underlying Feature B were corrupted","c2","conjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"1231","e5m9an7oqe","2_c4",1,"50%","80%","50%","10%","group",1,1,0,0,"The second student had not had a good morning","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Bu=1","FALSE"
"1232","e5m9an7oqe","2_d5",0,"50%","10%","50%","80%","group",1,0,1,1,"The first student had had a good morning","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"B=0","FALSE"
"1233","e5m9an7oqe","3_c1",1,"80%","50%","10%","70%","job",0,0,0,0,"The presenter did not present Feature A","c1","conjunctive",6,"B","B","B=0","3",TRUE,"Bu=0","TRUE"
"1234","e5m9an7oqe","3_c5",1,"80%","50%","10%","70%","job",1,1,1,0,"The files underlying Feature A were fine","c5","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"A=1","FALSE"
"1235","e5m9an7oqe","3_d2",1,"80%","50%","10%","70%","group",1,0,0,1,"The first student had had a good morning","d2","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"1236","e5m9an7oqe","3_d7",1,"80%","50%","10%","70%","group",1,1,1,1,"The first student attended","d7","disjunctive",5,"B","B","B=1","3",TRUE,"Au=0","TRUE"
"1237","eao4oubdd7","1_d1",0,"10%","50%","80%","50%","cook",0,0,0,1,"The person wanted to eat the main dish","d1","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Bu=0","FALSE"
"1238","eao4oubdd7","1_d3",0,"10%","50%","80%","50%","group",0,1,1,1,"The second student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"1239","eao4oubdd7","1_d6",0,"10%","50%","80%","50%","job",1,1,0,1,"The presented did not present Feature B","d6","disjunctive",6,"B","B","B=0","1",FALSE,"Bu=0","TRUE"
"1240","eao4oubdd7","2_c3",1,"50%","80%","50%","10%","job",0,1,0,0,"The presenter did not present Feature A","c3","conjunctive",6,"B","B","B=0","2",FALSE,"A=1","TRUE"
"1241","eao4oubdd7","2_c5",0,"50%","10%","50%","80%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"1242","eao4oubdd7","2_d5",0,"50%","10%","50%","80%","cook",1,0,1,1,"The dessert was on the menu","d5","disjunctive",5,"B","B","B=1","2",FALSE,"A=1","TRUE"
"1243","eao4oubdd7","2_d7",0,"50%","10%","50%","80%","group",1,1,1,1,"The second student did not attend","d7","disjunctive",6,"B","B","B=0","2",FALSE,"Bu=1","TRUE"
"1244","eao4oubdd7","3_c1",0,"10%","70%","80%","50%","group",0,0,0,0,"The first student had had a good morning","c1","conjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"1245","eao4oubdd7","3_c2",1,"80%","50%","10%","70%","group",1,0,0,0,"The second student did not attend","c2","conjunctive",2,"A","A","A=0","3",FALSE,"A=0","TRUE"
"1246","eao4oubdd7","3_c4",1,"80%","50%","10%","70%","cook",1,1,0,0,"The dessert was not on the menu","c4","conjunctive",2,"A","A","A=0","3",FALSE,"A=1","TRUE"
"1247","eao4oubdd7","3_d2",0,"10%","70%","80%","50%","group",0,1,0,1,"The first student did not attend","d2","disjunctive",2,"A","A","A=0","3",TRUE,"Bu=0","TRUE"
"1248","eao4oubdd7","3_d4",0,"10%","70%","80%","50%","job",1,0,0,1,"The presented did not present Feature B","d4","disjunctive",6,"B","B","B=0","3",TRUE,"B=0","TRUE"
"1249","enpa49qu41","1_d1",0,"10%","50%","80%","50%","group",0,0,0,1,"The first student did not attend","d1","disjunctive",2,"A","A","A=0","1",TRUE,"B=0","TRUE"
"1250","enpa49qu41","1_d2",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"1251","enpa49qu41","1_d5",0,"10%","50%","80%","50%","job",1,0,1,1,"The files underlying Feature A were fine","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"A=1","FALSE"
"1252","enpa49qu41","1_d6",0,"10%","50%","80%","50%","cook",1,1,0,1,"The person did not want to eat the dessert","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Au=1","FALSE"
"1253","enpa49qu41","2_c1",0,"50%","10%","50%","80%","cook",0,0,0,0,"The person wanted to eat the dessert","c1","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"1254","enpa49qu41","2_c2",1,"50%","80%","50%","10%","group",1,0,0,0,"The second student did not attend","c2","conjunctive",2,"A","A","A=0","2",FALSE,"Au=0","TRUE"
"1255","enpa49qu41","2_c3",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish was not on the menu","c3","conjunctive",6,"B","B","B=0","2",FALSE,"Bu=0","TRUE"
"1256","enpa49qu41","2_c4",0,"50%","10%","50%","80%","group",1,1,0,0,"The first student had not had a good morning","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"B=1","FALSE"
"1257","enpa49qu41","2_c5",0,"50%","10%","50%","80%","job",1,1,1,0,"The files underlying Feature A were fine","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"1258","enpa49qu41","2_d7",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature B were fine","d7","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"B=1","FALSE"
"1259","enpa49qu41","3_d2",0,"10%","70%","80%","50%","group",0,1,0,1,"The first student did not attend","d2","disjunctive",2,"A","A","A=0","3",TRUE,"B=0","TRUE"
"1260","enpa49qu41","3_d3",0,"10%","70%","80%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"1261","eoejeydzxm","1_c4",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert was on the menu","c4","conjunctive",5,"B","B","B=1","1",TRUE,"Au=0","TRUE"
"1262","eoejeydzxm","1_d2",1,"80%","50%","10%","50%","cook",1,0,0,1,"The dessert was not on the menu","d2","disjunctive",2,"A","A","A=0","1",FALSE,"Au=0","TRUE"
"1263","eoejeydzxm","1_d3",1,"80%","50%","10%","50%","group",1,0,1,1,"The second student attended","d3","disjunctive",1,"A","A","A=1","1",TRUE,"B=1","TRUE"
"1264","eoejeydzxm","2_c2",0,"50%","10%","50%","80%","job",0,1,0,0,"The presented presented Feature B","c2","conjunctive",5,"B","B","B=1","2",TRUE,"B=1","TRUE"
"1265","eoejeydzxm","2_c5",1,"50%","80%","50%","10%","group",1,1,1,0,"The first student attended","c5","conjunctive",5,"B","B","B=1","2",TRUE,"B=1","TRUE"
"1266","eoejeydzxm","2_d4",1,"50%","80%","50%","10%","cook",0,1,0,1,"The person wanted to eat the main dish","d4","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=0","FALSE"
"1267","eoejeydzxm","3_c1",0,"10%","70%","80%","50%","group",0,0,0,0,"The first student did not attend","c1","conjunctive",2,"A","A","A=0","3",TRUE,"Bu=1","TRUE"
"1268","eoejeydzxm","3_c3",0,"10%","70%","80%","50%","cook",1,0,0,0,"The main dish was on the menu","c3","conjunctive",1,"A","A","A=1","3",TRUE,"A=1","TRUE"
"1269","eoejeydzxm","3_d1",0,"10%","70%","80%","50%","cook",0,0,0,1,"The main dish was not on the menu","d1","disjunctive",2,"A","A","A=0","3",TRUE,"Au=1","TRUE"
"1270","eoejeydzxm","3_d3",0,"10%","70%","80%","50%","group",0,1,1,1,"The second student attended","d3","disjunctive",5,"B","B","B=1","3",TRUE,"Bu=1","TRUE"
"1271","eoejeydzxm","3_d6",0,"10%","70%","80%","50%","job",1,1,0,1,"The presented presented Feature B","d6","disjunctive",5,"B","B","B=1","3",TRUE,"Bu=0","TRUE"
"1272","eoejeydzxm","3_d7",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert was on the menu","d7","disjunctive",1,"A","A","A=1","3",TRUE,"Au=0","TRUE"
"1273","eyqkq4ugmu","1_c4",0,"10%","50%","80%","50%","cook",1,1,0,0,"The person wanted to eat the dessert","c4","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Au=0","FALSE"
"1274","eyqkq4ugmu","1_d2",0,"10%","50%","80%","50%","group",0,1,0,1,"The second student did not attend","d2","disjunctive",6,"B","B","B=0","1",FALSE,"Bu=0","TRUE"
"1275","eyqkq4ugmu","1_d7",1,"80%","50%","10%","50%","job",1,1,1,1,"The presented did not present Feature B","d7","disjunctive",2,"A","A","A=0","1",FALSE,"Bu=1","TRUE"
"1276","eyqkq4ugmu","2_c5",0,"50%","10%","50%","80%","job",1,1,1,0,"The presented did not present Feature B","c5","conjunctive",6,"B","B","B=0","2",FALSE,"Au=0","TRUE"
"1277","eyqkq4ugmu","2_d1",1,"50%","80%","50%","10%","group",0,0,0,1,"The second student had not had a good morning","d1","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"A=1","FALSE"
"1278","eyqkq4ugmu","2_d3",1,"50%","80%","50%","10%","cook",1,0,1,1,"The person wanted to eat the dessert","d3","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"B=1","FALSE"
"1279","eyqkq4ugmu","2_d3",1,"50%","80%","50%","10%","cook",1,0,1,1,"The person wanted to eat the dessert","d3","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"A=1","FALSE"
"1282","eyqkq4ugmu","2_d6",1,"50%","80%","50%","10%","cook",1,1,0,1,"The main dish was not on the menu","d6","disjunctive",6,"B","B","B=0","2",FALSE,"Bu=0","TRUE"
"1283","eyqkq4ugmu","3_c1",0,"10%","70%","80%","50%","group",0,0,0,0,"The first student did not attend","c1","conjunctive",2,"A","A","A=0","3",TRUE,"A=0","TRUE"
"1284","eyqkq4ugmu","3_c2",1,"80%","50%","10%","70%","job",1,0,0,0,"The presenter presented Feature A","c2","conjunctive",5,"B","B","B=1","3",FALSE,"A=0","TRUE"
"1285","eyqkq4ugmu","3_c3",1,"80%","50%","10%","70%","cook",0,1,0,0,"The person wanted to eat the dessert","c3","conjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"1286","eyqkq4ugmu","3_d2",1,"80%","50%","10%","70%","group",1,0,0,1,"The second student had had a good morning","d2","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"1287","f1y14pss13","1_c1",0,"10%","50%","80%","50%","group",0,0,0,0,"The second student had had a good morning","c1","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=0","FALSE"
"1288","f1y14pss13","1_c3",0,"10%","50%","80%","50%","job",1,0,0,0,"The files underlying Feature A were fine","c3","conjunctive",3,"Au","Au=1","Au=1","1",TRUE,"A=1","FALSE"
"1289","f1y14pss13","1_c4",0,"10%","50%","80%","50%","job",1,1,0,0,"The files underlying Feature A were fine","c4","conjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=0","FALSE"
"1290","f1y14pss13","1_d1",1,"80%","50%","10%","50%","cook",0,0,0,1,"The main dish was not on the menu","d1","disjunctive",6,"B","B","B=0","1",TRUE,"B=0","TRUE"
"1291","f1y14pss13","1_d2",1,"80%","50%","10%","50%","job",1,0,0,1,"The presenter presented Feature A","d2","disjunctive",5,"B","B","B=1","1",FALSE,"Bu=0","TRUE"
"1292","f1y14pss13","1_d6",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish was on the menu","d6","disjunctive",5,"B","B","B=1","1",TRUE,"A=0","TRUE"
"1293","f1y14pss13","2_c2",0,"50%","10%","50%","80%","group",0,1,0,0,"The second student had had a good morning","c2","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"B=1","FALSE"
"1294","f1y14pss13","2_d3",0,"50%","10%","50%","80%","group",0,1,1,1,"The second student attended","d3","disjunctive",5,"B","B","B=1","2",TRUE,"B=1","TRUE"
"1295","f1y14pss13","2_d4",1,"50%","80%","50%","10%","group",0,1,0,1,"The second student attended","d4","disjunctive",1,"A","A","A=1","2",FALSE,"B=0","TRUE"
"1296","f1y14pss13","3_c5",0,"10%","70%","80%","50%","job",1,1,1,0,"The presented presented Feature B","c5","conjunctive",5,"B","B","B=1","3",TRUE,"Bu=1","TRUE"
"1297","f1y14pss13","3_d5",0,"10%","70%","80%","50%","job",1,0,1,1,"The presenter presented Feature A","d5","disjunctive",1,"A","A","A=1","3",TRUE,"A=1","TRUE"
"1298","f1y14pss13","3_d7",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish was on the menu","d7","disjunctive",1,"A","A","A=1","3",TRUE,"Au=0","TRUE"
"1299","f5scrdse63","1_c1",1,"80%","50%","10%","50%","job",0,0,0,0,"The presenter did not present Feature A","c1","conjunctive",6,"B","B","B=0","1",TRUE,"Bu=1","TRUE"
"1300","f5scrdse63","1_c2",0,"10%","50%","80%","50%","cook",0,1,0,0,"The person did not want to eat the dessert","c2","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"1301","f5scrdse63","1_c4",1,"80%","50%","10%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Bu=1","FALSE"
"1302","f5scrdse63","1_d1",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert was not on the menu","d1","disjunctive",6,"B","B","B=0","1",TRUE,"B=0","TRUE"
"1303","f5scrdse63","1_d2",0,"10%","50%","80%","50%","group",0,1,0,1,"The second student had not had a good morning","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"1304","f5scrdse63","1_d5",1,"80%","50%","10%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"A=1","FALSE"
"1305","f5scrdse63","1_d6",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student had not had a good morning","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Au=0","FALSE"
"1306","f5scrdse63","1_d7",0,"10%","50%","80%","50%","group",1,1,1,1,"The first student had had a good morning","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=1","FALSE"
"1307","f5scrdse63","2_c5",0,"50%","10%","50%","80%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"A=1","FALSE"
"1308","f5scrdse63","2_d3",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"B=0","FALSE"
"1309","f5scrdse63","3_c2",1,"80%","50%","10%","70%","cook",1,0,0,0,"The dessert was not on the menu","c2","conjunctive",2,"A","A","A=0","3",FALSE,"Bu=1","TRUE"
"1310","f5scrdse63","3_d2",1,"80%","50%","10%","70%","cook",1,0,0,1,"The person did not want to eat the main dish","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Au=1","FALSE"
"1311","f6hz7gn4y4","1_c1",0,"10%","50%","80%","50%","cook",0,0,0,0,"The person wanted to eat the main dish","c1","conjunctive",3,"Au","Au=1","Au=1","1",TRUE,"A=0","FALSE"
"1312","f6hz7gn4y4","1_c5",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish was on the menu","c5","conjunctive",1,"A","A","A=1","1",TRUE,"Bu=1","TRUE"
"1313","f6hz7gn4y4","1_d1",0,"10%","50%","80%","50%","cook",0,0,0,1,"The person wanted to eat the main dish","d1","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=0","FALSE"
"1314","f6hz7gn4y4","1_d2",1,"80%","50%","10%","50%","cook",1,0,0,1,"The dessert was not on the menu","d2","disjunctive",2,"A","A","A=0","1",FALSE,"A=0","TRUE"
"1315","f6hz7gn4y4","2_c2",0,"50%","10%","50%","80%","job",0,1,0,0,"The presenter did not present Feature A","c2","conjunctive",2,"A","A","A=0","2",TRUE,"Bu=0","TRUE"
"1316","f6hz7gn4y4","2_d3",0,"50%","10%","50%","80%","cook",0,1,1,1,"The dessert was on the menu","d3","disjunctive",5,"B","B","B=1","2",TRUE,"B=1","TRUE"
"1317","f6hz7gn4y4","2_d5",0,"50%","10%","50%","80%","job",1,0,1,1,"The presenter presented Feature A","d5","disjunctive",1,"A","A","A=1","2",TRUE,"Bu=1","TRUE"
"1318","f6hz7gn4y4","2_d7",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish was on the menu","d7","disjunctive",5,"B","B","B=1","2",TRUE,"A=1","TRUE"
"1319","f6hz7gn4y4","3_c3",0,"10%","70%","80%","50%","cook",1,0,0,0,"The dessert was not on the menu","c3","conjunctive",6,"B","B","B=0","3",TRUE,"B=1","TRUE"
"1320","f6hz7gn4y4","3_c4",0,"10%","70%","80%","50%","group",1,1,0,0,"The second student had had a good morning","c4","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"1321","f6hz7gn4y4","3_d4",1,"80%","50%","10%","70%","cook",0,1,0,1,"The main dish was not on the menu","d4","disjunctive",6,"B","B","B=0","3",FALSE,"Au=0","TRUE"
"1322","f6hz7gn4y4","3_d6",0,"10%","70%","80%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Bu=0","FALSE"
"1323","f7rmc1pm6r","1_c4",1,"80%","50%","10%","50%","group",1,1,0,0,"The second student had not had a good morning","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Bu=0","FALSE"
"1324","f7rmc1pm6r","1_d4",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were fine","d4","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=1","FALSE"
"1325","f7rmc1pm6r","1_d6",0,"10%","50%","80%","50%","job",1,1,0,1,"The files underlying Feature B were corrupted","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=1","FALSE"
"1326","f7rmc1pm6r","2_c3",1,"50%","80%","50%","10%","group",0,1,0,0,"The second student had had a good morning","c3","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"1327","f7rmc1pm6r","2_d3",1,"50%","80%","50%","10%","job",1,0,1,1,"The files underlying Feature A were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Au=0","FALSE"
"1328","f7rmc1pm6r","2_d7",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature A were fine","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"B=1","FALSE"
"1329","f7rmc1pm6r","3_c1",1,"80%","50%","10%","70%","job",0,0,0,0,"The presenter did not present Feature A","c1","conjunctive",6,"B","B","B=0","3",TRUE,"Bu=1","TRUE"
"1330","f7rmc1pm6r","3_c3",0,"10%","70%","80%","50%","group",1,0,0,0,"The first student attended","c3","conjunctive",1,"A","A","A=1","3",TRUE,"A=1","TRUE"
"1331","f7rmc1pm6r","3_c5",0,"10%","70%","80%","50%","group",1,1,1,0,"The first student attended","c5","conjunctive",1,"A","A","A=1","3",TRUE,"A=1","TRUE"
